Postcode	City	State
80560	JOHOR BAHRU	JOHOR
80564	JOHOR BAHRU	JOHOR
80568	JOHOR BAHRU	JOHOR
80570	JOHOR BAHRU	JOHOR
80576	JOHOR BAHRU	JOHOR
80578	JOHOR BAHRU	JOHOR
80584	JOHOR BAHRU	JOHOR
80586	JOHOR BAHRU	JOHOR
80590	JOHOR BAHRU	JOHOR
80592	JOHOR BAHRU	JOHOR
80594	JOHOR BAHRU	JOHOR
80596	JOHOR BAHRU	JOHOR
80600	JOHOR BAHRU	JOHOR
80604	JOHOR BAHRU	JOHOR
80606	JOHOR BAHRU	JOHOR
80608	JOHOR BAHRU	JOHOR
80610	JOHOR BAHRU	JOHOR
80612	JOHOR BAHRU	JOHOR
80620	JOHOR BAHRU	JOHOR
80622	JOHOR BAHRU	JOHOR
80626	JOHOR BAHRU	JOHOR
80628	JOHOR BAHRU	JOHOR
80630	JOHOR BAHRU	JOHOR
80632	JOHOR BAHRU	JOHOR
80644	JOHOR BAHRU	JOHOR
80646	JOHOR BAHRU	JOHOR
80648	JOHOR BAHRU	JOHOR
80658	JOHOR BAHRU	JOHOR
80660	JOHOR BAHRU	JOHOR
80662	JOHOR BAHRU	JOHOR
80664	JOHOR BAHRU	JOHOR
80668	JOHOR BAHRU	JOHOR
80670	JOHOR BAHRU	JOHOR
80672	JOHOR BAHRU	JOHOR
80673	JOHOR BAHRU	JOHOR
80676	JOHOR BAHRU	JOHOR
80700	JOHOR BAHRU	JOHOR
80710	JOHOR BAHRU	JOHOR
80720	JOHOR BAHRU	JOHOR
80730	JOHOR BAHRU	JOHOR
80750	JOHOR BAHRU	JOHOR
80800	JOHOR BAHRU	JOHOR
80900	JOHOR BAHRU	JOHOR
80902	JOHOR BAHRU	JOHOR
80904	JOHOR BAHRU	JOHOR
80906	JOHOR BAHRU	JOHOR
80908	JOHOR BAHRU	JOHOR
80988	JOHOR BAHRU	JOHOR
80990	JOHOR BAHRU	JOHOR
81000	KULAI	JOHOR
81010	KULAI	JOHOR
81020	KULAI	JOHOR
81030	KULAI	JOHOR
81040	KULAI	JOHOR
81050	KULAI	JOHOR
81100	JOHOR BAHRU	JOHOR
81110	JOHOR BAHRU	JOHOR
81120	JOHOR BAHRU	JOHOR
81150	ULU CHOH	JOHOR
81200	JOHOR BAHRU	JOHOR
81250	JOHOR BAHRU	JOHOR
81300	JOHOR BAHRU	JOHOR
81310	JOHOR BAHRU	JOHOR
81400	SENAI	JOHOR
81410	SENAI	JOHOR
81440	BANDAR TENGGARA	JOHOR
81450	GUGUSAN TAIB ANDAK	JOHOR
81500	PEKAN NENAS	JOHOR
81550	GELANG PATAH	JOHOR
81560	GELANG PATAH	JOHOR
81600	PENGERANG	JOHOR
81620	PENGERANG	JOHOR
81650	PENGERANG	JOHOR
81700	PASIR GUDANG	JOHOR
81750	MASAI	JOHOR
81760	MASAI	JOHOR
81800	ULU TIRAM	JOHOR
81810	ULU TIRAM	JOHOR
81850	LAYANG-LAYANG	JOHOR
81900	KOTA TINGGI	JOHOR
81907	KOTA TINGGI	JOHOR
81910	KOTA TINGGI	JOHOR
81920	AYER TAWAR 2	JOHOR
81930	BANDAR PENAWAR	JOHOR
81960	BANDAR PENAWAR	JOHOR
82000	PONTIAN	JOHOR
82010	PONTIAN	JOHOR
82020	PONTIAN	JOHOR
82030	PONTIAN	JOHOR
82100	AYER BALOI	JOHOR
82200	BENUT	JOHOR
82300	KUKUP	JOHOR
83000	BATU PAHAT	JOHOR
83010	BATU PAHAT	JOHOR
83020	BATU PAHAT	JOHOR
83030	BATU PAHAT	JOHOR
83040	BATU PAHAT	JOHOR
83050	BATU PAHAT	JOHOR
83100	RENGIT	JOHOR
83200	SENGGARANG	JOHOR
83300	SERI GADING	JOHOR
83400	SERI MEDAN	JOHOR
83500	PARIT SULONG	JOHOR
83600	SEMERAH	JOHOR
83610	SEMERAH	JOHOR
83700	YONG PENG	JOHOR
83710	YONG PENG	JOHOR
84000	MUAR	JOHOR
84007	MUAR	JOHOR
84010	MUAR	JOHOR
84020	MUAR	JOHOR
84030	MUAR	JOHOR
84040	MUAR	JOHOR
84050	MUAR	JOHOR
84100	MUAR	JOHOR
84150	PARIT JAWA	JOHOR
84160	PARIT JAWA	JOHOR
84200	MUAR	JOHOR
84300	BUKIT PASIR	JOHOR
84300	MUAR	JOHOR
84400	SUNGAI MATI	JOHOR
84409	SUNGAI MATI	JOHOR
84410	MUAR	JOHOR
84500	PANCHOR	JOHOR
84600	PAGOH	JOHOR
84700	GERISEK	JOHOR
84710	GERISEK	JOHOR
84800	BUKIT GAMBIR	JOHOR
84900	TANGKAK	JOHOR
84990	TANGKAK	JOHOR
85000	SEGAMAT	JOHOR
85010	SEGAMAT	JOHOR
85020	SEGAMAT	JOHOR
85030	SEGAMAT	JOHOR
85060	SEGAMAT	JOHOR
85070	SEGAMAT	JOHOR
85080	SEGAMAT	JOHOR
85100	BATU ANAM	JOHOR
85200	JEMENTAH	JOHOR
85210	JEMENTAH	JOHOR
85300	LABIS	JOHOR
85400	CHAAH	JOHOR
86000	KLUANG	JOHOR
86007	KLUANG	JOHOR
86100	AYER HITAM	JOHOR
86200	SIMPANG RENGAM	JOHOR
86300	RENGAM	JOHOR
86400	BATU PAHAT	JOHOR
86400	PARIT RAJA	JOHOR
86500	BEKOK	JOHOR
86600	PALOH	JOHOR
86700	KAHANG	JOHOR
86800	MERSING	JOHOR
86800	TIOMAN	JOHOR
86810	MERSING	JOHOR
86900	ENDAU	JOHOR
86999	ENDAU	JOHOR
87000	LABUAN	WP LABUAN
87007	LABUAN	WP LABUAN
87008	LABUAN	WP LABUAN
87010	LABUAN	WP LABUAN
87011	LABUAN	WP LABUAN
87012	LABUAN	WP LABUAN
87013	LABUAN	WP LABUAN
87014	LABUAN	WP LABUAN
87015	LABUAN	WP LABUAN
87016	LABUAN	WP LABUAN
87017	LABUAN	WP LABUAN
87018	LABUAN	WP LABUAN
87019	LABUAN	WP LABUAN
87020	LABUAN	WP LABUAN
87021	LABUAN	WP LABUAN
87022	LABUAN	WP LABUAN
87023	LABUAN	WP LABUAN
87024	LABUAN	WP LABUAN
87025	LABUAN	WP LABUAN
87026	LABUAN	WP LABUAN
87027	LABUAN	WP LABUAN
87028	LABUAN	WP LABUAN
87029	LABUAN	WP LABUAN
87030	LABUAN	WP LABUAN
87031	LABUAN	WP LABUAN
87032	LABUAN	WP LABUAN
87033	LABUAN	WP LABUAN
88000	KOTA KINABALU	SABAH
88100	KOTA KINABALU	SABAH
88110	KOTA KINABALU	SABAH
88150	KOTA KINABALU	SABAH
88200	KOTA KINABALU	SABAH
88220	KOTA KINABALU	SABAH
88300	KOTA KINABALU	SABAH
88400	KOTA KINABALU	SABAH
88450	KOTA KINABALU	SABAH
88458	KOTA KINABALU	SABAH
88460	KOTA KINABALU	SABAH
88500	KOTA KINABALU	SABAH
88502	KOTA KINABALU	SABAH
88504	KOTA KINABALU	SABAH
88505	KOTA KINABALU	SABAH
88506	KOTA KINABALU	SABAH
88508	KOTA KINABALU	SABAH
88510	KOTA KINABALU	SABAH
88512	KOTA KINABALU	SABAH
88514	KOTA KINABALU	SABAH
88516	KOTA KINABALU	SABAH
88518	KOTA KINABALU	SABAH
88520	KOTA KINABALU	SABAH
88526	KOTA KINABALU	SABAH
88527	KOTA KINABALU	SABAH
88532	KOTA KINABALU	SABAH
88534	KOTA KINABALU	SABAH
88538	KOTA KINABALU	SABAH
88540	KOTA KINABALU	SABAH
88546	KOTA KINABALU	SABAH
88550	KOTA KINABALU	SABAH
88551	KOTA KINABALU	SABAH
88552	KOTA KINABALU	SABAH
88554	KOTA KINABALU	SABAH
88556	KOTA KINABALU	SABAH
88558	KOTA KINABALU	SABAH
88560	KOTA KINABALU	SABAH
88562	KOTA KINABALU	SABAH
88564	KOTA KINABALU	SABAH
88566	KOTA KINABALU	SABAH
88568	KOTA KINABALU	SABAH
88570	KOTA KINABALU	SABAH
88572	KOTA KINABALU	SABAH
88576	KOTA KINABALU	SABAH
88580	KOTA KINABALU	SABAH
88582	KOTA KINABALU	SABAH
88586	KOTA KINABALU	SABAH
88590	KOTA KINABALU	SABAH
88592	KOTA KINABALU	SABAH
88594	KOTA KINABALU	SABAH
88596	KOTA KINABALU	SABAH
88598	KOTA KINABALU	SABAH
88600	KOTA KINABALU	SABAH
88602	KOTA KINABALU	SABAH
88604	KOTA KINABALU	SABAH
88606	KOTA KINABALU	SABAH
88608	KOTA KINABALU	SABAH
88609	KOTA KINABALU	SABAH
88610	KOTA KINABALU	SABAH
88612	KOTA KINABALU	SABAH
88614	KOTA KINABALU	SABAH
88617	KOTA KINABALU	SABAH
88618	KOTA KINABALU	SABAH
88620	KOTA KINABALU	SABAH
88621	KOTA KINABALU	SABAH
88622	KOTA KINABALU	SABAH
88624	KOTA KINABALU	SABAH
88626	KOTA KINABALU	SABAH
88628	KOTA KINABALU	SABAH
88630	KOTA KINABALU	SABAH
88632	KOTA KINABALU	SABAH
88634	KOTA KINABALU	SABAH
88644	KOTA KINABALU	SABAH
88646	KOTA KINABALU	SABAH
88648	KOTA KINABALU	SABAH
88656	KOTA KINABALU	SABAH
88658	KOTA KINABALU	SABAH
88660	KOTA KINABALU	SABAH
88661	KOTA KINABALU	SABAH
88662	KOTA KINABALU	SABAH
88670	KOTA KINABALU	SABAH
88672	KOTA KINABALU	SABAH
88673	KOTA KINABALU	SABAH
88675	KOTA KINABALU	SABAH
88676	KOTA KINABALU	SABAH
88680	KOTA KINABALU	SABAH
88690	KOTA KINABALU	SABAH
88700	BEVERLY	SABAH
88721	PUTATAN	SABAH
88722	PUTATAN	SABAH
88723	PUTATAN	SABAH
88724	PUTATAN	SABAH
88725	PUTATAN	SABAH
88740	KOTA KINABALU	SABAH
88757	KOTA KINABALU	SABAH
88758	KOTA KINABALU	SABAH
88759	KOTA KINABALU	SABAH
88760	KOTA KINABALU	SABAH
88761	KOTA KINABALU	SABAH
88762	KOTA KINABALU	SABAH
88763	KOTA KINABALU	SABAH
88764	KOTA KINABALU	SABAH
88765	KOTA KINABALU	SABAH
88766	KOTA KINABALU	SABAH
88767	KOTA KINABALU	SABAH
88768	KOTA KINABALU	SABAH
88769	KOTA KINABALU	SABAH
88770	KOTA KINABALU	SABAH
88771	KOTA KINABALU	SABAH
88772	KOTA KINABALU	SABAH
88773	KOTA KINABALU	SABAH
88774	KOTA KINABALU	SABAH
88775	KOTA KINABALU	SABAH
88776	KOTA KINABALU	SABAH
88777	KOTA KINABALU	SABAH
88778	KOTA KINABALU	SABAH
88779	KOTA KINABALU	SABAH
88780	KOTA KINABALU	SABAH
88781	KOTA KINABALU	SABAH
88782	KOTA KINABALU	SABAH
88783	KOTA KINABALU	SABAH
88784	KOTA KINABALU	SABAH
88785	KOTA KINABALU	SABAH
88786	KOTA KINABALU	SABAH
88787	KOTA KINABALU	SABAH
88788	KOTA KINABALU	SABAH
88789	KOTA KINABALU	SABAH
88790	KOTA KINABALU	SABAH
88800	KOTA KINABALU	SABAH
88801	KOTA KINABALU	SABAH
88802	KOTA KINABALU	SABAH
88803	KOTA KINABALU	SABAH
88804	KOTA KINABALU	SABAH
88805	KOTA KINABALU	SABAH
88806	KOTA KINABALU	SABAH
88807	KOTA KINABALU	SABAH
88808	KOTA KINABALU	SABAH
88809	KOTA KINABALU	SABAH
88810	KOTA KINABALU	SABAH
88811	KOTA KINABALU	SABAH
88812	KOTA KINABALU	SABAH
88813	KOTA KINABALU	SABAH
88814	KOTA KINABALU	SABAH
88815	KOTA KINABALU	SABAH
88816	KOTA KINABALU	SABAH
88817	KOTA KINABALU	SABAH
88818	KOTA KINABALU	SABAH
88819	KOTA KINABALU	SABAH
88820	KOTA KINABALU	SABAH
88821	KOTA KINABALU	SABAH
88822	KOTA KINABALU	SABAH
88823	KOTA KINABALU	SABAH
88824	KOTA KINABALU	SABAH
88825	KOTA KINABALU	SABAH
88826	KOTA KINABALU	SABAH
88827	KOTA KINABALU	SABAH
88828	KOTA KINABALU	SABAH
88829	KOTA KINABALU	SABAH
88830	KOTA KINABALU	SABAH
88831	KOTA KINABALU	SABAH
88832	KOTA KINABALU	SABAH
88833	KOTA KINABALU	SABAH
88834	KOTA KINABALU	SABAH
88835	KOTA KINABALU	SABAH
88836	KOTA KINABALU	SABAH
88837	KOTA KINABALU	SABAH
88838	KOTA KINABALU	SABAH
88839	KOTA KINABALU	SABAH
88840	KOTA KINABALU	SABAH
88841	KOTA KINABALU	SABAH
88842	KOTA KINABALU	SABAH
88843	KOTA KINABALU	SABAH
88844	KOTA KINABALU	SABAH
88845	KOTA KINABALU	SABAH
88846	KOTA KINABALU	SABAH
88847	KOTA KINABALU	SABAH
88848	KOTA KINABALU	SABAH
88849	KOTA KINABALU	SABAH
88850	KOTA KINABALU	SABAH
88851	KOTA KINABALU	SABAH
88852	KOTA KINABALU	SABAH
88853	KOTA KINABALU	SABAH
88854	KOTA KINABALU	SABAH
88855	KOTA KINABALU	SABAH
88856	LIKAS	SABAH
88857	INANAM	SABAH
88858	TANJUNG ARU	SABAH
88860	KOTA KINABALU	SABAH
88861	KOTA KINABALU	SABAH
88862	KOTA KINABALU	SABAH
88863	KOTA KINABALU	SABAH
88865	KOTA KINABALU	SABAH
88866	KOTA KINABALU	SABAH
88867	KOTA KINABALU	SABAH
88868	KOTA KINABALU	SABAH
88869	KOTA KINABALU	SABAH
88870	KOTA KINABALU	SABAH
88871	KOTA KINABALU	SABAH
88872	KOTA KINABALU	SABAH
88873	KOTA KINABALU	SABAH
88874	KOTA KINABALU	SABAH
88875	KOTA KINABALU	SABAH
88900	KOTA KINABALU	SABAH
88901	KOTA KINABALU	SABAH
88902	KOTA KINABALU	SABAH
88903	KOTA KINABALU	SABAH
88904	KOTA KINABALU	SABAH
88905	KOTA KINABALU	SABAH
88906	KOTA KINABALU	SABAH
88988	KOTA KINABALU	SABAH
88990	KOTA KINABALU	SABAH
88991	KOTA KINABALU	SABAH
88992	KOTA KINABALU	SABAH
88993	KOTA KINABALU	SABAH
88994	KOTA KINABALU	SABAH
88995	KOTA KINABALU	SABAH
88996	KOTA KINABALU	SABAH
88997	KOTA KINABALU	SABAH
88998	KOTA KINABALU	SABAH
88999	KOTA KINABALU	SABAH
89000	KENINGAU	SABAH
89007	KENINGAU	SABAH
89008	KENINGAU	SABAH
89009	KENINGAU	SABAH
89050	KUDAT	SABAH
89057	KUDAT	SABAH
89058	KUDAT	SABAH
89059	KUDAT	SABAH
89100	KOTA MARUDU	SABAH
89107	KOTA MARUDU	SABAH
89108	KOTA MARUDU	SABAH
89109	KOTA MARUDU	SABAH
89150	KOTA BELUD	SABAH
89157	KOTA BELUD	SABAH
89158	KOTA BELUD	SABAH
89159	KOTA BELUD	SABAH
89200	TUARAN	SABAH
89207	TUARAN	SABAH
89208	TUARAN	SABAH
89209	TUARAN	SABAH
89250	TAMPARULI	SABAH
89257	TAMPARULI	SABAH
89258	TAMPARULI	SABAH
89259	TAMPARULI	SABAH
89260	BEVERLY	SABAH
89300	RANAU	SABAH
89307	RANAU	SABAH
89308	RANAU	SABAH
89309	RANAU	SABAH
89320	RANAU	SABAH
89350	RANAU	SABAH
89357	RANAU	SABAH
89500	PENAMPANG	SABAH
89507	PENAMPANG	SABAH
89508	PENAMPANG	SABAH
89509	PENAMPANG	SABAH
89600	PAPAR	SABAH
89607	PAPAR	SABAH
89608	PAPAR	SABAH
89609	PAPAR	SABAH
89650	TAMBUNAN	SABAH
89657	TAMBUNAN	SABAH
89658	TAMBUNAN	SABAH
89659	TAMBUNAN	SABAH
89700	BONGAWAN	SABAH
89707	BONGAWAN	SABAH
89708	BONGAWAN	SABAH
89709	BONGAWAN	SABAH
89720	MEMBAKUT	SABAH
89727	MEMBAKUT	SABAH
89728	MEMBAKUT	SABAH
89729	MEMBAKUT	SABAH
89740	KUALA PENYU	SABAH
89747	KUALA PENYU	SABAH
89748	KUALA PENYU	SABAH
89749	KUALA PENYU	SABAH
89760	MENUMBOK	SABAH
89767	MENUMBOK	SABAH
89768	MENUMBOK	SABAH
89769	MENUMBOK	SABAH
89800	BEAUFORT	SABAH
89807	BEAUFORT	SABAH
89808	BEAUFORT	SABAH
89809	BEAUFORT	SABAH
89850	SIPITANG	SABAH
89857	SIPITANG	SABAH
89858	SIPITANG	SABAH
89859	SIPITANG	SABAH
89900	TENOM	SABAH
89907	TENOM	SABAH
89908	TENOM	SABAH
89909	TENOM	SABAH
89950	NABAWAN	SABAH
89957	NABAWAN	SABAH
89958	NABAWAN	SABAH
89959	NABAWAN	SABAH
90000	SANDAKAN	SABAH
90008	SANDAKAN	SABAH
90009	SANDAKAN	SABAH
90100	BELURAN	SABAH
90107	BELURAN	SABAH
90109	BELURAN	SABAH
90200	KOTA KINABATANGAN	SABAH
90300	SANDAKAN	SABAH
90307	SANDAKAN	SABAH
90400	PAMOL	SABAH
90700	SANDAKAN	SABAH
90701	SANDAKAN	SABAH
90702	SANDAKAN	SABAH
90703	SANDAKAN	SABAH
90704	SANDAKAN	SABAH
90705	SANDAKAN	SABAH
90706	SANDAKAN	SABAH
90707	SANDAKAN	SABAH
90708	SANDAKAN	SABAH
90709	SANDAKAN	SABAH
90711	SANDAKAN	SABAH
90712	SANDAKAN	SABAH
90713	SANDAKAN	SABAH
90714	SANDAKAN	SABAH
90715	SANDAKAN	SABAH
90716	SANDAKAN	SABAH
90717	SANDAKAN	SABAH
90718	SANDAKAN	SABAH
90719	SANDAKAN	SABAH
90720	SANDAKAN	SABAH
90721	SANDAKAN	SABAH
90722	SANDAKAN	SABAH
90723	SANDAKAN	SABAH
90724	SANDAKAN	SABAH
90725	SANDAKAN	SABAH
90726	SANDAKAN	SABAH
90727	SANDAKAN	SABAH
90728	SANDAKAN	SABAH
90729	SANDAKAN	SABAH
90730	SANDAKAN	SABAH
90731	SANDAKAN	SABAH
90732	SANDAKAN	SABAH
90733	SANDAKAN	SABAH
90734	SANDAKAN	SABAH
90735	SANDAKAN	SABAH
90736	SANDAKAN	SABAH
90737	SANDAKAN	SABAH
90738	SANDAKAN	SABAH
90739	SANDAKAN	SABAH
90740	SANDAKAN	SABAH
90741	SANDAKAN	SABAH
91000	TAWAU	SABAH
91007	TAWAU	SABAH
91008	TAWAU	SABAH
91009	TAWAU	SABAH
91010	TAWAU	SABAH
91011	TAWAU	SABAH
91012	TAWAU	SABAH
91013	TAWAU	SABAH
91014	TAWAU	SABAH
91015	TAWAU	SABAH
91016	TAWAU	SABAH
91017	TAWAU	SABAH
91018	TAWAU	SABAH
91019	TAWAU	SABAH
91020	TAWAU	SABAH
91021	TAWAU	SABAH
91022	TAWAU	SABAH
91023	TAWAU	SABAH
91024	TAWAU	SABAH
91025	TAWAU	SABAH
91026	TAWAU	SABAH
91027	TAWAU	SABAH
91028	TAWAU	SABAH
91029	TAWAU	SABAH
91030	TAWAU	SABAH
91031	TAWAU	SABAH
91032	TAWAU	SABAH
91033	TAWAU	SABAH
91034	TAWAU	SABAH
91035	TAWAU	SABAH
91045	TAWAU	SABAH
91056	TAWAU	SABAH
91100	LAHAD DATU	SABAH
91108	LAHAD DATU	SABAH
91109	LAHAD DATU	SABAH
91110	LAHAD DATU	SABAH
91111	LAHAD DATU	SABAH
91112	LAHAD DATU	SABAH
91113	LAHAD DATU	SABAH
91114	LAHAD DATU	SABAH
91115	LAHAD DATU	SABAH
91116	LAHAD DATU	SABAH
91117	LAHAD DATU	SABAH
91118	LAHAD DATU	SABAH
91119	LAHAD DATU	SABAH
91120	LAHAD DATU	SABAH
91121	LAHAD DATU	SABAH
91122	LAHAD DATU	SABAH
91123	LAHAD DATU	SABAH
91124	LAHAD DATU	SABAH
91125	LAHAD DATU	SABAH
91126	LAHAD DATU	SABAH
91127	LAHAD DATU	SABAH
91128	LAHAD DATU	SABAH
91150	LAHAD DATU	SABAH
91200	KUNAK	SABAH
91207	KUNAK	SABAH
91209	KUNAK	SABAH
91300	SEMPORNA	SABAH
91307	SEMPORNA	SABAH
91308	SEMPORNA	SABAH
91309	SEMPORNA	SABAH
93000	KUCHING	SARAWAK
93010	KUCHING	SARAWAK
93030	KUCHING	SARAWAK
93050	KUCHING	SARAWAK
93100	KUCHING	SARAWAK
93150	KUCHING	SARAWAK
93200	KUCHING	SARAWAK
93250	KUCHING	SARAWAK
93300	KUCHING	SARAWAK
93350	KUCHING	SARAWAK
93400	KUCHING	SARAWAK
93450	KUCHING	SARAWAK
93500	KUCHING	SARAWAK
93502	KUCHING	SARAWAK
93503	KUCHING	SARAWAK
93504	KUCHING	SARAWAK
93505	KUCHING	SARAWAK
93506	KUCHING	SARAWAK
93507	KUCHING	SARAWAK
93508	KUCHING	SARAWAK
93514	KUCHING	SARAWAK
93516	KUCHING	SARAWAK
93517	KUCHING	SARAWAK
93518	KUCHING	SARAWAK
93519	KUCHING	SARAWAK
93520	KUCHING	SARAWAK
93527	KUCHING	SARAWAK
93529	KUCHING	SARAWAK
93532	KUCHING	SARAWAK
93540	KUCHING	SARAWAK
93550	KUCHING	SARAWAK
93551	KUCHING	SARAWAK
93552	KUCHING	SARAWAK
93554	KUCHING	SARAWAK
93556	KUCHING	SARAWAK
93558	KUCHING	SARAWAK
93560	KUCHING	SARAWAK
93564	KUCHING	SARAWAK
93566	KUCHING	SARAWAK
93570	KUCHING	SARAWAK
93572	KUCHING	SARAWAK
93576	KUCHING	SARAWAK
93578	KUCHING	SARAWAK
93582	KUCHING	SARAWAK
93586	KUCHING	SARAWAK
93590	KUCHING	SARAWAK
93592	KUCHING	SARAWAK
93594	KUCHING	SARAWAK
93596	KUCHING	SARAWAK
93600	KUCHING	SARAWAK
93604	KUCHING	SARAWAK
93606	KUCHING	SARAWAK
93608	KUCHING	SARAWAK
93609	KUCHING	SARAWAK
93610	KUCHING	SARAWAK
93612	KUCHING	SARAWAK
93614	KUCHING	SARAWAK
93618	KUCHING	SARAWAK
93619	KUCHING	SARAWAK
93620	KUCHING	SARAWAK
93626	KUCHING	SARAWAK
93628	KUCHING	SARAWAK
93632	KUCHING	SARAWAK
93634	KUCHING	SARAWAK
93648	KUCHING	SARAWAK
93658	KUCHING	SARAWAK
93660	KUCHING	SARAWAK
93661	KUCHING	SARAWAK
93662	KUCHING	SARAWAK
93668	KUCHING	SARAWAK
93670	KUCHING	SARAWAK
93672	KUCHING	SARAWAK
93677	KUCHING	SARAWAK
93690	KUCHING	SARAWAK
93694	KUCHING	SARAWAK
93700	KUCHING	SARAWAK
93702	KUCHING	SARAWAK
93704	KUCHING	SARAWAK
93706	KUCHING	SARAWAK
93708	KUCHING	SARAWAK
93710	KUCHING	SARAWAK
93712	KUCHING	SARAWAK
93714	KUCHING	SARAWAK
93716	KUCHING	SARAWAK
93718	KUCHING	SARAWAK
93720	KUCHING	SARAWAK
93722	KUCHING	SARAWAK
93724	KUCHING	SARAWAK
93726	KUCHING	SARAWAK
93728	KUCHING	SARAWAK
93730	KUCHING	SARAWAK
93732	KUCHING	SARAWAK
93734	KUCHING	SARAWAK
93736	KUCHING	SARAWAK
93738	KUCHING	SARAWAK
93740	KUCHING	SARAWAK
93742	KUCHING	SARAWAK
93744	KUCHING	SARAWAK
93746	KUCHING	SARAWAK
93748	KUCHING	SARAWAK
93750	KUCHING	SARAWAK
93752	KUCHING	SARAWAK
93754	KUCHING	SARAWAK
93756	KUCHING	SARAWAK
93758	KUCHING	SARAWAK
93760	KUCHING	SARAWAK
93762	KUCHING	SARAWAK
93764	KUCHING	SARAWAK
93900	KUCHING	SARAWAK
93902	KUCHING	SARAWAK
93904	KUCHING	SARAWAK
93906	KUCHING	SARAWAK
93908	KUCHING	SARAWAK
93910	KUCHING	SARAWAK
93912	KUCHING	SARAWAK
93914	KUCHING	SARAWAK
93916	KUCHING	SARAWAK
93990	KUCHING	SARAWAK
94000	BAU	SARAWAK
94007	BAU	SARAWAK
94009	BAU	SARAWAK
94200	SIBURAN	SARAWAK
94300	KOTA SAMARAHAN	SARAWAK
94500	LUNDU	SARAWAK
94507	LUNDU	SARAWAK
94509	LUNDU	SARAWAK
94600	ASAJAYA	SARAWAK
94650	KABONG	SARAWAK
94700	SERIAN	SARAWAK
94707	SERIAN	SARAWAK
94709	SERIAN	SARAWAK
94750	SERIAN	SARAWAK
94760	SERIAN	SARAWAK
94800	SIMUNJAN	SARAWAK
94807	SIMUNJAN	SARAWAK
94809	SIMUNJAN	SARAWAK
94850	SEBUYAU	SARAWAK
94900	LINGGA	SARAWAK
94950	PUSA	SARAWAK
95000	SRI AMAN	SARAWAK
95007	SRI AMAN	SARAWAK
95008	SRI AMAN	SARAWAK
95009	SRI AMAN	SARAWAK
95300	ROBAN	SARAWAK
95400	SARATOK	SARAWAK
95407	SARATOK	SARAWAK
95409	SARATOK	SARAWAK
95500	DEBAK	SARAWAK
95600	SPAOH	SARAWAK
95700	BETONG	SARAWAK
95707	BETONG	SARAWAK
95709	BETONG	SARAWAK
95800	ENGKILILI	SARAWAK
95900	LUBOK ANTU	SARAWAK
96000	SIBU	SARAWAK
96007	SIBU	SARAWAK
96008	SIBU	SARAWAK
96009	SIBU	SARAWAK
96100	SARIKEI	SARAWAK
96107	SARIKEI	SARAWAK
96108	SARIKEI	SARAWAK
96109	SARIKEI	SARAWAK
96150	BELAWAI	SARAWAK
96200	DARO	SARAWAK
96250	MATU	SARAWAK
96300	DALAT	SARAWAK
96307	DALAT	SARAWAK
96309	DALAT	SARAWAK
96350	BALINGIAN	SARAWAK
96400	MUKAH	SARAWAK
96410	MUKAH	SARAWAK
96500	BINTANGOR	SARAWAK
96507	BINTANGOR	SARAWAK
96508	BINTANGOR	SARAWAK
96509	BINTANGOR	SARAWAK
96510	BINTANGOR	SARAWAK
96600	JULAU	SARAWAK
96700	KANOWIT	SARAWAK
96707	KANOWIT	SARAWAK
96709	KANOWIT	SARAWAK
96800	KAPIT	SARAWAK
96807	KAPIT	SARAWAK
96809	KAPIT	SARAWAK
96850	SONG	SARAWAK
96900	BELAGA	SARAWAK
96950	BELAGA	SARAWAK
96999	BELAGA	SARAWAK
97000	BINTULU	SARAWAK
97004	BINTULU	SARAWAK
97007	BINTULU	SARAWAK
97008	BINTULU	SARAWAK
97009	BINTULU	SARAWAK
97010	BINTULU	SARAWAK
97011	BINTULU	SARAWAK
97012	BINTULU	SARAWAK
97013	BINTULU	SARAWAK
97014	BINTULU	SARAWAK
97015	BINTULU	SARAWAK
97100	SEBAUH	SARAWAK
97200	TATAU	SARAWAK
97300	BINTULU	SARAWAK
98000	MIRI	SARAWAK
98007	MIRI	SARAWAK
98008	MIRI	SARAWAK
98009	MIRI	SARAWAK
98050	BARAM	SARAWAK
98057	BARAM	SARAWAK
98058	BARAM	SARAWAK
98059	BARAM	SARAWAK
98100	LUTONG	SARAWAK
98107	LUTONG	SARAWAK
98109	LUTONG	SARAWAK
98150	BEKENU	SARAWAK
98157	BEKENU	SARAWAK
98159	BEKENU	SARAWAK
98200	NIAH	SARAWAK
98300	LONG LAMA	SARAWAK
98700	LIMBANG	SARAWAK
98707	LIMBANG	SARAWAK
98708	LIMBANG	SARAWAK
98709	LIMBANG	SARAWAK
98750	NANGA MEDAMIT	SARAWAK
98800	SUNDAR	SARAWAK
98850	LAWAS	SARAWAK
98857	LAWAS	SARAWAK
98859	LAWAS	SARAWAK
